ESRB_rating,average_user_score,developer,genres,metascore,platform,publisher,release_date,summary,title,url
M,4.3,Beret Applications LLC,"Action, General",41.0,PlayStation 4,Beret Applications LLC,"Aug 30, 2016","In One Way Trip, you and your brother Barry discover that you’ve been poisoned in a mass attack on the water supply that has left a large portion of the nation with only six hours left to live, during which time they will be constantly hallucinating. To put it another way, it’s an atmospheric exploration of what it would be like to find out you and most everyone you love is about to die, and then have to process that while your limbs turn into cartoon dolphins.",One Way Trip,https://www.metacritic.com/game/playstation-4/one-way-trip
M,4.2,Blue Omega,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",41.0,PC,Codemasters,"May 22, 2009","Evolving the shooter genre with its unique combination of fluid action and combat, Damnation features huge, open environments, frenetic combat, daredevil acrobatics and high-octane vehicle-based stunts. Presenting players with an intense test of reflexes, quick thinking and rapid-fire conflict, Damnation features vast, breathtaking landscapes, each covering miles of distance and thousands of vertical feet. Billed as a ""shooter gone vertical"" and visually inspired by iconic elements of American history, these massive streaming landscapes form the battlegrounds for a post-industrial conflict between humanity and an unstoppable arms dealer hell-bent on total world domination. Players choose their own paths and navigate the world by performing daredevil feats on the edge of human ability. Intelligent enemies give chase and engage players in frantic gun fights and attacks that can come from any direction. With up to three hours of actual gameplay stretching out in front of them per level, players need more than just muscle power to get across each level safely. Damnation offers players a selection of vehicles, from motorbikes capable of launching across seemingly infinite chasms, to huge, armour-piercing marvels that induce mayhem with every huge shell. The high action is supported by an epic and in-depth story which, while focusing on the exploits of the hero character Rourke, is truly an ensemble piece. Players meet and become involved in intricate story plots that reveal much more than the obvious. In addition to the single player experience, Damnation comes complete with a unique set of multiplayer options that take full advantage of the game’s expansive levels. [Codemasters]",Damnation,https://www.metacritic.com/game/pc/damnation
E,6.0,Farmind Ltd,"Driving, Racing, Arcade, Kart, Other, Kart",41.0,DS,Eidos Interactive,"Jun 17, 2008","Wacky Races: Crash & Dash is an action racing game with fun-filled environments, crazy cars and hilarious characters. The game features all the characters and cars from the TV series including old favorites: Turbo Terrific driven by Peter Perfect, the Ant Hill Mob in their Bullet Proof Bomb, Penelope Pitstop, and the Mean Machine driven by Dick Dastardly and his sidekick, Muttley. Players join Dick Dastardly and the gang, racing across a variety of action-packed and colorful cross-country rallies from the TV series. Racers watch out for traps and speed ahead to win the ultimate title of World’s Wackiest Racer. Wacky Widgets are collected during the race to gain “Wacky Powers,” as well as a character’s super-special “Way Out Wacky” power, which can be used to gain the upper hand over sly opponents. [Eidos Interactive]",Wacky Races: Crash & Dash,https://www.metacritic.com/game/ds/wacky-races-crash-dash
E10+,7.5,Gust,"Role-Playing, General, General, Japanese-Style",41.0,PSP,NIS America,"Mar 10, 2009","Now you can enjoy the best RPG about an amnesiatic boy attending an alchemy academy in an isolated part of the world anywhere you please.Take Mana Khemia wherever you go, and battle alongside your friends with the all-new Multiplayer mode. And with the revolutionary Jump Start function, loading times are a breeze. [NIS America]",Mana Khemia: Student Alliance,https://www.metacritic.com/game/psp/mana-khemia-student-alliance
T,1.9,Spellbound,"Role-Playing, PC-style RPG, General, Action RPG, PC-style RPG",41.0,PC,Nordic Games Publishing,"Oct 24, 2011","A new threat casts its shadow over the Southern Isles. A mysterious demon, consumed by hatred, terrifies the population and pools his force against the coastal city of Setarrif. The dramatic situation exacerbates after a volcanic eruption in the mountains nearby. The nameless hero joins forces with his strongest allies and courageously faces the new menace.",Arcania: Fall of Setarrif,https://www.metacritic.com/game/pc/arcania-fall-of-setarrif
M,7.3,"Ritual Entertainment, Avalanche Software","Action, Shooter, Third-Person, Modern",41.0,Xbox,Eidos Interactive,"Jan 17, 2006","In 25 to Life, you can play as either a cop or a gangster. Set in the heart of today's cities, the game lets you experience the gritty lifestyles of police task forces or, as a gangster, survive the local neighborhood thugs while fighting your way up the ranks. You can even uphold the law or defend your turf with up to 16 players over the Internet. Whether you bust out of prison or infiltrate the inner sanctum of the drug lord's mansion, your knowledge of the streets will be put to the test. ",25 to Life,https://www.metacritic.com/game/xbox/25-to-life
T,6.7,Next Level Games,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Arcade",41.0,Wii,Activision,"Jun 22, 2010",,Transformers: Cybertron Adventures,https://www.metacritic.com/game/wii/transformers-cybertron-adventures
E,8.1,Digital Eclipse,"Sports, General, General, Team, Futuristic",41.0,Xbox 360,Midway,"Sep  5, 2007","[Xbox Live Arcade]  Rediscover the arcade classic game Cyberball 2072 on Xbox Live Arcade. Take control of your robotic team, and call the plays to move your downfield for a touchdown. But watch out. The ball gets hot if you don't keep moving. Keep your eye on the ball to make sure it doesn't go critical before you can score. Call more than 100 plays for your robotic team. The Beat the Coach mode enables you to go up against the A.I., simulating a live opponent. The special Challenge Mode tests your ability to make the play under pressure. Build up your win record, and buy upgraded robots to improve your roster. Fast football action with robots. The ball gets hotter with each play and can only be reset by moving past the 50-yard line or scoring a touchdown. [Microsoft]",Cyberball 2072,https://www.metacritic.com/game/xbox-360/cyberball-2072
E,6.0,Load Inc.,"Driving, Racing, Arcade, Arcade, Automobile",41.0,Xbox 360,Focus Home Interactive,"May 12, 2010","[Xbox Live Arcade]  Things on Wheels is a racing game that will make you scream for more. Take your favorite RC car and race inside an Art Deco house, or around the huge park. Play for fun with your friends, or compete for victory with top-ranked experts. Slide around turns from the music room to the winter garden, and try three different racing experiences with vintage, muscle, and sports vehicles. Take your chances online and use our all-new race lobby, then use bonuses to bend the race to your advantage, and brag about it using audio chat. Don't be afraid to get ToWed away!",Things on Wheels,https://www.metacritic.com/game/xbox-360/things-on-wheels
,4.4,Moonshark,"General, General, Adventure, Point-and-Click",41.0,PC,Moonshark,"Jul 15, 2014",,Wayward Manor,https://www.metacritic.com/game/pc/wayward-manor
T,5.8,Sega Studios San Francisco,"Action, General, General",41.0,Xbox 360,Sega,"May  4, 2010","Packed with favorites from the movie and comic book worlds, Iron Man 2: The Video Game offers gamers a chance to choose between Iron Man and War Machine, as they battle through hugely destructible indoor and outdoor environments. Tony and Rhodey both come equipped with their own distinct assortments of fully customizable, earth-shattering weapons, as well as vicious melee combat moves, all of which will come in handy against the likes of Crimson Dynamo and other classic Marvel foes. [Sega]",Iron Man 2,https://www.metacritic.com/game/xbox-360/iron-man-2
T,4.6,Visiware Studios,"Action, Action Adventure, General, General",41.0,PC,Ubisoft,"Sep 19, 2001",,Planet of the Apes,https://www.metacritic.com/game/pc/planet-of-the-apes
T,3.7,Razbor Studios,"Adventure, 3D, First-Person, Fantasy, Third-Person, Fantasy",41.0,PC,Tri Synergy,"Nov 19, 2004","In the year 1930 Japanese scientists discovered an unusual substance which when injected in human body starts to regenerate body cells stopping the process of aging. However, with the first few volunteers it became clear that something has gone wrong: after ten days the rejuvenation was so intense that a body couldn?t take that much of a shock. All of the subjects died of a stroke. In 1936 Japan and Germany sign the Anti-Comitern Pact. Hitler?s leading scientist Josef Mengele negotiated the terms of the cooperation with Japanese concerning the research of the regenerative substance. These negotiations lasted until 1941, when Germans realized that their soldiers aren?t able to bare the cold Russian climate. Japanese, concerned for their interests in Russia, decided to help them unconditionally. In December, 1941 the Institute for Hereditary Biology with its leading scientist dr. Mengele received a mysterious package from Japan. Only the chosen ones knew that it contained all records regarding the creation of the regenerative substance. To get to Germany as soon as possible, pilots of the cargo plane had to fly over the enraging Stalingrad front. [GMX Media]",Legacy: Dark Shadows,https://www.metacritic.com/game/pc/legacy-dark-shadows
